Fold,Outcome,Method,AUROC,Sensitivity,Specificity,TPR_gap,TPR_gap_bin,TPR_gap_signed,Brier,AUROC_gap_Q,Spec_at_Sens80,Spec_at_Sens90,PR_AUC
2,EUROD,FairSMOTE,0.8315,0.7256,0.7712,0.1421,0.0837,0.1421,0.1354,0.0033,0.6908,0.5148,0.6752
2,EUROD,SampleReweighting,0.8279,0.7303,0.7653,0.1741,0.1147,0.1741,0.137,0.0033,0.6845,0.5056,0.6661
2,EUROD,GroupCalibration,0.83,0.7028,0.7889,0.1785,0.1047,0.1785,0.1372,0.0033,0.6897,0.5147,0.6732
2,EUROD,JTT,0.6807,0.532,0.7157,0.0285,0.0298,0.0285,0.1757,0.0144,0.4033,0.2495,0.4905
2,EUROD,GroupDRO,0.8306,0.7377,0.7665,0.1728,0.1093,0.1728,0.1357,0.003,0.688,0.5188,0.6756
2,LS,BASELINE,0.8095,0.7104,0.742,0.2759,0.1649,0.2759,0.1547,0.037,0.6477,0.4879,0.6592
2,LS,Reweighing,0.8058,0.7501,0.6982,0.1642,0.0643,0.1642,0.1559,0.0337,0.6397,0.4783,0.6555
2,LS,DIR,0.8084,0.7265,0.7246,0.2537,0.1483,0.2537,0.1555,0.0374,0.6535,0.4885,0.6526
2,LS,LFR,0.5738,0.3946,0.7293,0.0343,0.0944,-0.0343,0.2158,0.0522,0.2426,0.1119,0.3811
2,LS,CorrelationRemover,0.8068,0.7343,0.7159,0.256,0.1514,0.256,0.156,0.0385,0.6422,0.4877,0.6536
2,LS,PrejudiceRemover,0.801,0.721,0.7229,0.2808,0.1742,0.2808,0.1582,0.025,0.6422,0.4791,0.6446
2,LS,ExpGrad_DP,0.7544,0.6832,0.6935,0.1428,0.1144,-0.1428,0.1722,0.0475,0.5457,0.3615,0.5863
2,LS,ExpGrad_EO,0.7743,0.7081,0.6967,0.0113,0.01,-0.0113,0.1662,0.0447,0.5856,0.4152,0.6103
2,LS,ExpGrad_TPR,0.7756,0.6952,0.708,0.0181,0.0161,0.0181,0.1659,0.0478,0.5887,0.4169,0.6109
2,LS,GridSearch_TPR,0.6992,0.6225,0.6695,0.0319,0.1257,0.0319,0.1888,0.0617,0.4439,0.2734,0.5087
2,LS,GridSearch_EO,0.7117,0.6455,0.6564,0.0685,0.041,0.0685,0.2038,0.0298,0.4788,0.3154,0.5194
2,LS,AdvDebiasing,0.7426,0.6225,0.7326,0.129,0.0527,0.129,0.2094,0.0298,0.5274,0.3544,0.5663
2,LS,FairGBM,0.8083,0.6803,0.7741,0.2566,0.1481,0.2566,0.1549,0.0343,0.6488,0.4863,0.6573
2,LS,FairConstraints,0.7654,0.6293,0.7563,0.0524,0.0739,-0.0524,0.1692,0.0109,0.5629,0.3951,0.5959
2,LS,DecoupledClassifier,0.7997,0.7129,0.7345,0.2942,0.1912,0.2942,0.1587,0.0184,0.635,0.4795,0.6414
2,LS,GerryFairClassifier,0.8095,0.433,0.9154,0.288,0.1657,0.288,0.1547,0.037,0.6477,0.4879,0.6592
2,LS,ThreshOpt_TPR,0.8095,0.4172,0.9167,0.0677,0.0598,-0.0677,0.1547,0.037,0.6477,0.4879,0.6592
2,LS,ThreshOpt_EO,0.8095,0.3981,0.9171,0.0944,0.0845,-0.0944,0.1547,0.037,0.6477,0.4879,0.6592
2,LS,ThreshOpt_DP,0.8095,0.4081,0.9088,0.2176,0.149,-0.2176,0.1547,0.037,0.6477,0.4879,0.6592
2,LS,EqOdds_PP,0.8095,0.5715,0.768,0.0435,0.0495,0.0435,0.1547,0.037,0.6477,0.4879,0.6592
2,LS,RejectOption,0.8095,0.6287,0.8057,0.0614,0.0659,0.0614,0.1547,0.037,0.6477,0.4879,0.6592
2,LS,CTGAN,0.8087,0.7233,0.726,0.2614,0.1534,0.2614,0.1553,0.0418,0.6477,0.4907,0.6558
2,LS,FairSMOTE,0.8075,0.6858,0.7675,0.2675,0.1573,0.2675,0.1555,0.0285,0.6483,0.4921,0.6548
2,LS,SampleReweighting,0.804,0.7,0.744,0.2555,0.1502,0.2555,0.1567,0.0399,0.6411,0.4769,0.6494
2,LS,GroupCalibration,0.8074,0.7201,0.7362,0.3437,0.2198,0.3437,0.1561,0.037,0.649,0.4819,0.6573
2,LS,JTT,0.5394,0.1443,0.9434,0.0412,0.0017,0.0412,0.2064,0.1168,0.2217,0.147,0.3883
2,LS,GroupDRO,0.809,0.7023,0.7541,0.2911,0.179,0.2911,0.1548,0.0343,0.6509,0.4863,0.6593
2,CASP,BASELINE,0.8851,0.8072,0.7839,0.3025,0.2153,0.3025,0.1196,0.0048,0.7913,0.6603,0.7842
2,CASP,Reweighing,0.8851,0.7932,0.8015,0.1894,0.0988,0.1894,0.1193,0.006,0.7921,0.663,0.7843
2,CASP,DIR,0.8857,0.8235,0.7743,0.2498,0.164,0.2498,0.1191,0.0005,0.7969,0.6603,0.7861
2,CASP,LFR,0.545,0.4451,0.623,0.0539,0.0058,0.0539,0.2077,0.0444,0.2245,0.1051,0.3457
2,CASP,CorrelationRemover,0.8849,0.7719,0.815,0.2887,0.1967,0.2887,0.1199,0.004,0.795,0.6576,0.7828
2,CASP,PrejudiceRemover,0.881,0.7686,0.8162,0.3032,0.2034,0.3032,0.1223,0.001,0.7849,0.6474,0.7739
2,CASP,ExpGrad_DP,0.8328,0.762,0.7424,0.1582,0.1309,-0.1582,0.1427,0.0209,0.702,0.5176,0.6928
2,CASP,ExpGrad_EO,0.8663,0.7822,0.7809,0.0373,0.0135,0.0373,0.1285,0.0156,0.7635,0.6175,0.7493
2,CASP,ExpGrad_TPR,0.8651,0.7789,0.7814,0.0238,0.0028,0.0238,0.1292,0.0208,0.7646,0.6123,0.7453
2,CASP,GridSearch_TPR,0.8827,0.7796,0.8104,0.2991,0.2053,0.2991,0.1212,0.0073,0.7871,0.657,0.7773
2,CASP,GridSearch_EO,0.7895,0.7144,0.7234,0.2996,0.1984,0.2996,0.1605,0.0848,0.6367,0.4433,0.6209
2,CASP,AdvDebiasing,0.8541,0.7387,0.8033,0.2012,0.1212,0.2012,0.1506,0.0132,0.7358,0.5589,0.7378
2,CASP,FairGBM,0.8835,0.7912,0.8026,0.293,0.2009,0.293,0.1204,0.0001,0.7955,0.6517,0.7805
2,CASP,FairConstraints,0.819,0.7138,0.7696,0.0162,0.0423,-0.0162,0.1483,0.072,0.6701,0.5055,0.6682
2,CASP,DecoupledClassifier,0.8794,0.8168,0.7644,0.2734,0.2053,0.2734,0.1224,0.0015,0.7822,0.6523,0.7751
2,CASP,GerryFairClassifier,0.8851,0.5775,0.9283,0.3138,0.198,0.3138,0.1196,0.0048,0.7913,0.6603,0.7842
2,CASP,ThreshOpt_TPR,0.8851,0.6041,0.9143,0.05,0.0226,0.05,0.1196,0.0048,0.7913,0.6603,0.7842
2,CASP,ThreshOpt_EO,0.8851,0.5961,0.8974,0.0624,0.0311,0.0624,0.1196,0.0048,0.7913,0.6603,0.7842
2,CASP,ThreshOpt_DP,0.8851,0.5449,0.9153,0.2249,0.1688,-0.2249,0.1196,0.0048,0.7913,0.6603,0.7842
2,CASP,EqOdds_PP,0.8851,0.6689,0.7944,0.0956,0.0291,0.0956,0.1196,0.0048,0.7913,0.6603,0.7842
2,CASP,RejectOption,0.8851,0.7084,0.8559,0.053,0.0691,0.053,0.1196,0.0048,0.7913,0.6603,0.7842
2,CASP,CTGAN,0.886,0.8032,0.7944,0.2993,0.2143,0.2993,0.1188,0.0066,0.7993,0.6643,0.7865
2,CASP,FairSMOTE,0.8854,0.8122,0.7809,0.2869,0.2105,0.2869,0.1192,0.0041,0.7932,0.6543,0.7846
2,CASP,SampleReweighting,0.8834,0.7806,0.8104,0.3157,0.2238,0.3157,0.12,0.009,0.7955,0.6504,0.7817
2,CASP,GroupCalibration,0.8834,0.8221,0.7719,0.2963,0.2182,0.2963,0.1217,0.0048,0.7929,0.6557,0.7801
2,CASP,JTT,0.8491,0.7271,0.7992,0.2072,0.136,0.2072,0.1503,0.0026,0.7259,0.5301,0.7388
2,CASP,GroupDRO,0.8862,0.8039,0.7953,0.3034,0.2186,0.3034,0.1189,0.0067,0.7996,0.6587,0.7862
2,SRH,BASELINE,0.8949,0.7874,0.832,0.1876,0.1273,0.1876,0.1248,0.0295,0.8184,0.6956,0.8366
2,SRH,Reweighing,0.8943,0.8122,0.8094,0.1069,0.0529,0.1069,0.1252,0.0296,0.8206,0.6895,0.837
2,SRH,DIR,0.8943,0.8007,0.8176,0.1376,0.0795,0.1376,0.1252,0.0305,0.819,0.6917,0.8359
2,SRH,LFR,0.6476,0.5549,0.6592,0.0309,0.0398,-0.0309,0.2284,0.0314,0.3504,0.1926,0.522
2,SRH,CorrelationRemover,0.8955,0.7962,0.8229,0.1582,0.1046,0.1582,0.1244,0.0293,0.8173,0.6904,0.8372
2,SRH,PrejudiceRemover,0.8932,0.8013,0.8152,0.1456,0.0871,0.1456,0.1259,0.0288,0.8167,0.6785,0.8323
2,SRH,ExpGrad_DP,0.865,0.7712,0.7897,0.1429,0.0902,-0.1429,0.1404,0.0263,0.7657,0.6135,0.7969
2,SRH,ExpGrad_EO,0.8818,0.797,0.7995,0.0082,0.009,-0.0082,0.1313,0.0224,0.7962,0.6531,0.8218
2,SRH,ExpGrad_TPR,0.888,0.7858,0.8225,0.0162,0.0061,0.0162,0.128,0.0315,0.8106,0.664,0.8274
2,SRH,GridSearch_TPR,0.8941,0.8029,0.8164,0.1549,0.103,0.1549,0.1252,0.0323,0.8211,0.6785,0.835
2,SRH,GridSearch_EO,0.8243,0.7603,0.736,0.0589,0.0258,0.0589,0.1863,0.0437,0.6883,0.5436,0.7128
2,SRH,AdvDebiasing,0.8595,0.8029,0.7496,0.079,0.0468,0.079,0.1656,0.0349,0.7528,0.6099,0.7822
2,SRH,FairGBM,0.8923,0.7864,0.831,0.1582,0.0933,0.1582,0.1265,0.0274,0.8205,0.6856,0.8287
2,SRH,FairConstraints,0.8719,0.7821,0.8046,0.0835,0.0683,-0.0835,0.1364,0.0199,0.7835,0.6347,0.8072
2,SRH,DecoupledClassifier,0.8918,0.8074,0.8026,0.1455,0.0918,0.1455,0.1262,0.0244,0.8149,0.6816,0.833
2,SRH,GerryFairClassifier,0.8949,0.6947,0.8889,0.1727,0.1048,0.1727,0.1248,0.0295,0.8184,0.6956,0.8366
2,SRH,ThreshOpt_TPR,0.8949,0.6846,0.8936,0.0028,0.0074,-0.0028,0.1248,0.0295,0.8184,0.6956,0.8366
2,SRH,ThreshOpt_EO,0.8949,0.7006,0.8698,0.0227,0.0265,-0.0227,0.1248,0.0295,0.8184,0.6956,0.8366
2,SRH,ThreshOpt_DP,0.8949,0.6897,0.8789,0.2193,0.1583,-0.2193,0.1248,0.0295,0.8184,0.6956,0.8366
2,SRH,EqOdds_PP,0.8949,0.6993,0.8317,0.0493,0.0048,0.0493,0.1248,0.0295,0.8184,0.6956,0.8366
2,SRH,RejectOption,0.8949,0.7968,0.8187,0.0158,0.0772,-0.0158,0.1248,0.0295,0.8184,0.6956,0.8366
2,SRH,CTGAN,0.8952,0.7898,0.8249,0.1887,0.1324,0.1887,0.1247,0.0285,0.8167,0.6914,0.8374
2,SRH,FairSMOTE,0.8953,0.7925,0.8237,0.1785,0.1237,0.1785,0.1247,0.0318,0.8168,0.6923,0.8366
2,SRH,SampleReweighting,0.8949,0.7896,0.831,0.1819,0.1321,0.1819,0.1246,0.0293,0.8235,0.6941,0.8363
2,SRH,GroupCalibration,0.8941,0.7792,0.8404,0.1729,0.1131,0.1729,0.1266,0.0295,0.8194,0.6939,0.8329
2,SRH,JTT,0.8566,0.7643,0.7706,0.1089,0.0702,0.1089,0.162,0.0447,0.7358,0.5824,0.7847
2,SRH,GroupDRO,0.8951,0.8114,0.809,0.1685,0.1128,0.1685,0.1247,0.0318,0.8232,0.6954,0.8368
3,EUROD,BASELINE,0.8323,0.7143,0.7864,0.1701,0.0979,0.1701,0.1342,0.0015,0.7007,0.5035,0.6782
3,EUROD,Reweighing,0.8321,0.7451,0.7584,0.1072,0.0405,0.1072,0.1342,0.0055,0.691,0.5075,0.6791
3,EUROD,DIR,0.8315,0.7073,0.7931,0.1316,0.0754,0.1316,0.1345,0.0059,0.6952,0.502,0.6773
3,EUROD,LFR,0.6532,0.5869,0.6319,0.3731,0.246,0.3731,0.2773,0.0086,0.3708,0.2256,0.4181
3,EUROD,CorrelationRemover,0.8302,0.7558,0.7453,0.1572,0.0957,0.1572,0.1349,0.0068,0.6905,0.4875,0.6739
3,EUROD,PrejudiceRemover,0.8153,0.7205,0.7603,0.062,0.0171,0.062,0.1416,0.0616,0.6651,0.4716,0.6406
3,EUROD,ExpGrad_DP,0.8088,0.7297,0.7387,0.1192,0.0744,-0.1192,0.1423,0.0019,0.6557,0.4502,0.6415
3,EUROD,ExpGrad_EO,0.8197,0.7565,0.7357,0.0317,0.0314,-0.0317,0.1388,0.0024,0.6725,0.4726,0.6564
3,EUROD,ExpGrad_TPR,0.8193,0.7422,0.7483,0.0391,0.0341,-0.0391,0.1389,0.0027,0.6712,0.4717,0.6557
3,EUROD,GridSearch_TPR,0.7627,0.693,0.7006,0.1193,0.0523,-0.1193,0.162,0.0059,0.5565,0.3782,0.5551
3,EUROD,GridSearch_EO,0.7563,0.657,0.7247,0.0757,0.0237,-0.0757,0.1837,0.0009,0.5445,0.3496,0.5626
3,EUROD,AdvDebiasing,0.7821,0.6735,0.745,0.1054,0.0555,0.1054,0.1766,0.005,0.5922,0.3959,0.6016
3,EUROD,FairGBM,0.8295,0.7084,0.7971,0.1487,0.0739,0.1487,0.1348,0.0062,0.6877,0.4931,0.6769
3,EUROD,FairConstraints,0.8229,0.7264,0.7666,0.0264,0.0442,-0.0264,0.1375,0.0052,0.6775,0.4876,0.6621
3,EUROD,DecoupledClassifier,0.8213,0.7161,0.77,0.177,0.1,0.177,0.1384,0.0011,0.6666,0.4936,0.6598
3,EUROD,GerryFairClassifier,0.8323,0.4491,0.9429,0.2008,0.1376,0.2008,0.1342,0.0015,0.7007,0.5035,0.6782
3,EUROD,ThreshOpt_TPR,0.8323,0.4811,0.9298,0.0087,0.0019,-0.0087,0.1342,0.0015,0.7007,0.5035,0.6782
3,EUROD,ThreshOpt_EO,0.8323,0.4227,0.9445,0.0351,0.013,-0.0351,0.1342,0.0015,0.7007,0.5035,0.6782
3,EUROD,ThreshOpt_DP,0.8323,0.4572,0.9344,0.1187,0.0348,-0.1187,0.1342,0.0015,0.7007,0.5035,0.6782
3,EUROD,EqOdds_PP,0.8323,0.6232,0.8034,0.0292,0.0266,0.0292,0.1342,0.0015,0.7007,0.5035,0.6782
3,EUROD,RejectOption,0.8323,0.6647,0.8303,0.0589,0.0033,0.0589,0.1342,0.0015,0.7007,0.5035,0.6782
3,EUROD,CTGAN,0.8324,0.7014,0.7992,0.1692,0.0998,0.1692,0.134,0.0035,0.693,0.5085,0.6801
3,EUROD,FairSMOTE,0.8312,0.7235,0.7782,0.1478,0.0661,0.1478,0.1343,0.0044,0.688,0.5056,0.68
3,EUROD,SampleReweighting,0.832,0.7459,0.7579,0.1724,0.0953,0.1724,0.1343,0.0032,0.6888,0.5086,0.6772
3,EUROD,GroupCalibration,0.8289,0.6992,0.803,0.2072,0.1256,0.2072,0.135,0.0015,0.6977,0.5031,0.6773
3,EUROD,JTT,0.6691,0.4209,0.8175,0.0335,0.0493,-0.0335,0.1767,0.001,0.3632,0.2189,0.486
3,EUROD,GroupDRO,0.8328,0.7279,0.7771,0.1581,0.0883,0.1581,0.1336,0.0011,0.6965,0.5035,0.6811
3,LS,BASELINE,0.8013,0.7735,0.6528,0.2927,0.2105,0.2927,0.1569,0.0268,0.6263,0.4696,0.6528
3,LS,Reweighing,0.799,0.7502,0.6871,0.1964,0.1182,0.1964,0.1576,0.0295,0.6359,0.45,0.6476
3,LS,DIR,0.8016,0.7383,0.7042,0.2511,0.1554,0.2511,0.1569,0.0323,0.6337,0.4595,0.651
3,LS,LFR,0.5046,0.1877,0.8539,0.0202,0.023,0.0202,0.2951,0.0213,0.1704,0.0688,0.3185
3,LS,CorrelationRemover,0.8009,0.7373,0.7053,0.281,0.1961,0.281,0.1573,0.0321,0.6383,0.4665,0.6475
3,LS,PrejudiceRemover,0.7943,0.7134,0.7289,0.2968,0.2076,0.2968,0.16,0.024,0.6268,0.4388,0.6319
3,LS,ExpGrad_DP,0.7493,0.6724,0.6924,0.1441,0.0632,-0.1441,0.1737,0.0508,0.5423,0.3457,0.5719
3,LS,ExpGrad_EO,0.7687,0.6682,0.7275,0.0026,0.0306,0.0026,0.168,0.0468,0.5794,0.3853,0.5977
3,LS,ExpGrad_TPR,0.7715,0.6724,0.7233,0.0161,0.0443,0.0161,0.1671,0.0523,0.5834,0.3916,0.6005
3,LS,GridSearch_TPR,0.7248,0.6511,0.6764,0.0304,0.0558,0.0304,0.1841,0.0505,0.5005,0.3301,0.5266
3,LS,GridSearch_EO,0.7263,0.6856,0.6495,0.1135,0.0953,0.1135,0.1974,0.0393,0.5123,0.3297,0.5368
3,LS,AdvDebiasing,0.747,0.6284,0.7358,0.181,0.0928,0.181,0.2073,0.0285,0.5387,0.3543,0.5665
3,LS,FairGBM,0.7998,0.7086,0.7321,0.2927,0.1961,0.2927,0.1576,0.0228,0.6333,0.4592,0.6487
3,LS,FairConstraints,0.7585,0.7011,0.6841,0.1204,0.111,-0.1204,0.1703,0.0315,0.5521,0.354,0.5896
3,LS,DecoupledClassifier,0.791,0.7076,0.7227,0.3103,0.2099,0.3103,0.1607,0.0207,0.6148,0.4356,0.6373
3,LS,GerryFairClassifier,0.8013,0.4323,0.9157,0.3199,0.1975,0.3199,0.1569,0.0268,0.6263,0.4696,0.6528
3,LS,ThreshOpt_TPR,0.8013,0.4456,0.9058,0.0437,0.0364,0.0437,0.1569,0.0268,0.6263,0.4696,0.6528
3,LS,ThreshOpt_EO,0.8013,0.4249,0.9041,0.0651,0.0606,0.0651,0.1569,0.0268,0.6263,0.4696,0.6528
3,LS,ThreshOpt_DP,0.8013,0.3987,0.9139,0.1184,0.0618,-0.1184,0.1569,0.0268,0.6263,0.4696,0.6528
3,LS,EqOdds_PP,0.8013,0.6691,0.6646,0.0747,0.0041,0.0747,0.1569,0.0268,0.6263,0.4696,0.6528
3,LS,RejectOption,0.8013,0.6271,0.8091,0.0813,0.0341,0.0813,0.1569,0.0268,0.6263,0.4696,0.6528
3,LS,CTGAN,0.8016,0.7312,0.7183,0.3169,0.2249,0.3169,0.1569,0.0285,0.6348,0.4608,0.652
3,LS,FairSMOTE,0.7993,0.7774,0.6543,0.2187,0.1552,0.2187,0.1576,0.0382,0.6329,0.4574,0.6505
3,LS,SampleReweighting,0.8004,0.7279,0.7118,0.3149,0.2332,0.3149,0.1576,0.0315,0.6249,0.4625,0.6466
3,LS,GroupCalibration,0.7996,0.757,0.6765,0.3072,0.2096,0.3072,0.1583,0.0268,0.6201,0.4592,0.6419
3,LS,JTT,0.5714,0.1964,0.9474,0.1018,0.0599,0.1018,0.2015,0.008,0.2453,0.1488,0.4424
3,LS,GroupDRO,0.8014,0.7638,0.6692,0.2929,0.2114,0.2929,0.1569,0.0318,0.6289,0.4694,0.6508
3,CASP,BASELINE,0.8858,0.7763,0.813,0.2777,0.2135,0.2777,0.1182,0.0167,0.792,0.6571,0.7904
3,CASP,Reweighing,0.8837,0.8016,0.7879,0.2003,0.1305,0.2003,0.1192,0.0106,0.7894,0.6494,0.7874
3,CASP,DIR,0.8846,0.8086,0.7855,0.2539,0.1843,0.2539,0.1187,0.0091,0.7914,0.6504,0.7886
3,CASP,LFR,0.6942,0.7139,0.5711,0.1514,0.1069,0.1514,0.2339,0.068,0.4593,0.2811,0.4774
3,CASP,CorrelationRemover,0.8846,0.8152,0.7764,0.2294,0.1787,0.2294,0.1188,0.0061,0.7915,0.6605,0.7871
3,CASP,PrejudiceRemover,0.8797,0.8049,0.7806,0.247,0.1966,0.247,0.1207,0.0029,0.7855,0.6331,0.781
3,CASP,ExpGrad_DP,0.8228,0.6916,0.7952,0.1602,0.0922,-0.1602,0.1444,0.0221,0.678,0.4901,0.695
3,CASP,ExpGrad_EO,0.8594,0.7567,0.7943,0.0192,0.0339,0.0192,0.1305,0.0147,0.7498,0.5757,0.7467
